title,description,url
Laughing gas in space could mean life,Scientists at UC Riverside are suggesting something is missing from the typical roster of chemicals that astrobiologists use to search for life on planets around other stars — laughing gas.,https://news.ucr.edu/articles/2022/10/04/laughing-gas-space-could-mean-life
By the Numbers - Southern California Newspaper Archive,"UCR’s Center for Bibliographical Studies and Research will soon house 22 Southern California community newspapers. Funded by a grant from the John Randolph Haynes and Dora Haynes Foundation, the project will make these publications digitally accessible to the public.",https://news.ucr.edu/ucr-magazine/fall-2022/by-the-numbers
A Kangaroo Rat’s Tale,"Joseph Messin, assistant director at UC Riverside's Motte Rimrock Reserve, has been tracking Stephens’ kangaroo rats to help policymakers learn whether efforts to save the species are working.",https://news.ucr.edu/ucr-magazine/fall-2022/a-kangaroo-rats-tale
Office Hours - The Sound of Music,"Terry Nguyen, a lecturer in UC Riverside’s Department of Music, has led UCR’s Taiko Ensemble for the past five years.",https://news.ucr.edu/ucr-magazine/fall-2022/office-hours
We’re Listening,"As editor of the Washington Post's 'The Monkey Cage' blog, UCR political scientist Kim Yi Dionne aims to democratize knowledge and spur public engagement among academics.",https://news.ucr.edu/ucr-magazine/fall-2022/were-listening
That’s the Spirit,"As co-founder of Los Angeles’ Greenbar Distillery, UC Riverside alumna Litty Mathew creates carbon negative cocktails from organic fare.",https://news.ucr.edu/ucr-magazine/fall-2022/thats-the-spirit
The Odd Couple,"UC Riverside physicists Allen Mills, an expert on antimatter whose work focuses on positronium, and Harry Tom, who specializes in optical and laser physics, have joined forces to work on an ambitious experiment.",https://news.ucr.edu/ucr-magazine/fall-2022/the-odd-couple
"UCR, Style, and Jacqueline Norman","UC Riverside's campus architect Jacqueline Norman has been wandering UCR’s campus since childhood. Now, she’s charged with preserving its architectural history.",https://news.ucr.edu/ucr-magazine/fall-2022/ucr-style-and-jaqueline-norman
The Baers and the Bees,UC Riverside entomologists Barbara Baer-Imhoof and Boris Baer founded the Center for Integrative Bee Research to safeguard bees and secure human food production.,https://news.ucr.edu/ucr-magazine/fall-2022/the-baers-and-the-bees
Alumni Profile - The Rocket Scientist,Studying physics and computer science at UC Riverside helped launch David Lick’s career as an aerospace engineer working for Boeing on NASA's Artemis 1 mission.,https://news.ucr.edu/ucr-magazine/spring-2023/alumni-profile
Highlander Highlight - Keeping Her Eye on the Ball,First-year graduate student Nadia Witt joined the UCR softball team as a freshman and hopes to make sports a more inclusive space for other women of color.,https://news.ucr.edu/ucr-magazine/spring-2023/highlander-highlight
Undergraduate Admissions,Bold Hearts. Brilliant Minds.,https://admissions.ucr.edu/blog/2021/02/26
Office Hours - A Soft Spot for Robots,UCR mechanical engineer Jonathan Realmuto is developing soft robots to help children with cerebral palsy and other physical disabilities gain more independence.,https://news.ucr.edu/ucr-magazine/spring-2023/office-hours
By the Numbers - UCR’s Regional Economic Impact,"UC Riverside plays a leading role in the region’s development and innovation, delivering an estimated economic impact of $2.3 billion in the Inland Empire.",https://news.ucr.edu/ucr-magazine/spring-2023/by-the-numbers
"Nevertheless, She Persisted","Katayoon Dehesh, director of UCR’s Institute for Integrative Genome Biology, is creating opportunities and advocating for women in science worldwide.",https://news.ucr.edu/ucr-magazine/spring-2023/nevertheless-she-persisted
From the Ground Up,"UCR’s Underground Scholars are building a prison-to-school pipeline, helping formerly incarcerated and system-impacted students succeed in higher education.",https://news.ucr.edu/ucr-magazine/spring-2023/from-the-ground-up
Tuning in Again to Psychedelics,"Sonja Lyubomirsky, a leading expert on social connection, wants further research on the therapeutic benefits of MDMA and other psychedelics.",https://news.ucr.edu/ucr-magazine/spring-2023/tuning-in-again-to-psychedelics
A Love Letter to Riverside,"Ron Loveridge, former Riverside mayor and UCR’s longest-serving professor, has dedicated his career in education and politics to creating a better Riverside.",https://news.ucr.edu/ucr-magazine/spring-2023/a-love-letter-to-riverside
The American Dream at Edge the of the Earth,"UCR historians David Biggs, Catherine Gudis, and Todd Luce shine light on the hidden history of homesteading in Joshua Tree National Park.",https://news.ucr.edu/ucr-magazine/spring-2023/the-american-dream-at-edge-the-of-the-earth
R View - Fifty Years in the Making,UCR Chancellor Kim A. Wilcox reflects on the notable achievements of African and Chicano student programs.,https://news.ucr.edu/ucr-magazine/winter-2022/r-view
Just Another Day at the Office,"Follow Vedant Patel ’12, an assistant press secretary and spokesperson for President Biden, through a typical workday at the White House.",https://news.ucr.edu/ucr-magazine/winter-2022/just-another-day-at-the-office
Living ‘the Good life’ in Little Ethiopia,Anthropologist Worku Nida is examining how Little Ethiopia's immigrant community has grown and thrived in the heart of Los Angeles.,https://news.ucr.edu/ucr-magazine/winter-2022/living-the-good-life-in-little-ethiopia
"They Planted Seeds, We Grew Roots","Chicano Student Programs, or CSP, has offered a robust support system and mentorship program for Chicano/Latino students for 50 years. Hear from students, staff, and alumni about CSP’s impact.",https://news.ucr.edu/ucr-magazine/winter-2022/they-planted-seeds-we-grew-roots
The ‘Lost’ Words of Joan Didion,Late author Joan Didion delivered an iconic commencement speech to UCR’s class of 1975. Read the speech in its entirety online for the first time.,https://news.ucr.edu/ucr-magazine/winter-2022/the-lost-words-of-joan-didion
Who’s Eating Who?,Entomologist Erin Wilson-Rankin is examining insect food webs to understand the complex relationship between predators and prey.,https://news.ucr.edu/ucr-magazine/winter-2022/whos-eating-who
Books - Page Turners,"Recent works by UCR faculty and alumni, including Amanda Oliver, Joshua Malkin, Susan Straight, Allison Hedge Coke, Nancy H. Ross, and Natashia Deón.",https://news.ucr.edu/ucr-magazine/spring-2022/books
"Highlander Highlight - Sisters, Golfers, Champions",UC Riverside student athletes Tiffany and Nicole Le have made names for themselves on the women’s golf team.,https://news.ucr.edu/ucr-magazine/spring-2022/highlander-highlight
Alumni Profile - The Writer,UC Riverside alumna Vanessa Hua’s innate curiosity and love for stories has spelled a successful career in both journalism and literature.,https://news.ucr.edu/ucr-magazine/spring-2022/alumni-profile
Still Rising,"Celebrating 50 years of UC Riverside's African Student Programs, or ASP, and Black student success. Dive into the ASP's history and plans for the future.",https://news.ucr.edu/ucr-magazine/winter-2022/still-rising
Student Spotlight - Yaritza Plata,"UCR student Yaritza ""Deedee"" Plata, a creative writing major, is featured in this spotlight.",https://news.ucr.edu/ucr-magazine/spring-2022/student-spotlight
Tips for Applying to UC Riverside,UC Riverside students and counselors provide helpful tips for filling out your UC admission application for fall 2021.,https://admissions.ucr.edu/blog/2020/11/12/tips-applying-uc-riverside
Office Hours - Programming without Prescription,UC Riverside professor Allan Knight teaches computer science students there’s more than one pathway to career success.,https://news.ucr.edu/ucr-magazine/spring-2022/office-hours
By the Numbers - Chancellor's Research Fellowship,"For 10 years, UC Riverside's Chancellor's Research Fellowship has supported undergraduate engagement in faculty-mentored research.",https://news.ucr.edu/ucr-magazine/spring-2022/by-the-numbers
2022 Alumni Awards of Distinction,"For 36 years, the UC Riverside Alumni Association has honored graduates who personify the university’s tradition of excellence and service.",https://news.ucr.edu/ucr-magazine/spring-2022/alumni-awards-of-distinction
40 Under 40,UC Riverside's 40 Under 40 initiative celebrates how the university’s top-ranking education has given rise to a community of Highlander alumni with exceptional career success.,https://news.ucr.edu/ucr-magazine/spring-2022/40-under-40
